Name/ID	Vertical	Industry	EmployeeQuantityGrowthRate	SalesTurnoverGrowthRate	PriorYearEmployees	 PriorYearRevenue 	 SalesVolume 	SmallBusiness	Delinquency  Rate
40505	Media	Media & Content	0	3.270054	4300	 $ 601,884,941.08 	 $ 2,570,080,938.68 	N	Low Risk
40673	Regional Carrier/ISP	Telecommunications	0	3.108496	15	 $ 2,102,654.82 	 $ 8,638,749.43 	Y	Low Risk
40699	VOIP/VSP	Telecommunications	0	0	0	 $ -   	 $ -   	N	Low Risk
40783			0	0	2	 $ 144,557.52 	 $ 144,557.52 	Y	0
40980	Consulting / Other Professional Services	Professional Services	-0.088312	-0.027994	15400	 $ 2,226,576,091.74 	 $ 2,164,245,518.04 	N	M
40985	Internet Content & Software	Media & Content	0	0.012658	1	 $ 103,818.58 	 $ 105,132.74 	Y	Low Risk
41223	Retail	Other Enterprise	0	0	0	 $ -   	 $ -   	N	0
41690	Healthcare	Healthcare	0	5.097284	25	 $ 1,971,238.89 	 $ 12,019,203.34 	N	High Risk
41795	Manufacturing	Energy & Manufacturing	-0.04918	0.006061	18300	 $ 7,480,851,587.55 	 $ 7,526,190,082.02 	N	Low Risk
41991	Consulting / Other Professional Services	Professional Services	0	0	3	 $ 249,690.26 	 $ 249,690.26 	Y	High Risk
42010	Reseller	Telecommunications	0	0	0	 $ -   	 $ 943,846.26 	N	High Risk
42094	RLEC	Telecommunications	0	1.97408	70	 $ 13,010,176.67 	 $ 38,693,306.24 	Y	Low Risk
42130	Finance	Finance	0	0.022727	6	 $ 578,230.07 	 $ 591,371.67 	Y	Low Risk
42157	National Carrier/ISP	Telecommunications	0	0	51	 $ 20,238,052.60 	 $ 20,238,052.60 	Y	Low Risk
42274	State/Local Government	Government	-0.995058	0	11735	 $ -   	 $ -   	N	Low Risk
42296	Internet Content & Software	Media & Content	0	0	6	 $ 101,190.26 	 $ 101,190.26 	Y	Low Risk
42510	Engineering	Professional Services	0.15625	0.14803	64	 $ 21,307,076.48 	 $ 24,461,155.95 	Y	Low Risk
42744	Colo/Hosting	Data Center & Cloud Services	0	0	2	 $ 197,123.89 	 $ 197,123.89 	Y	M
42978	Transportation	Other Enterprise	0	0	0	 $ -   	 $ -   	N	M
43118	RLEC	Telecommunications	0	0.063134	200	 $ 78,780,380.88 	 $ 83,754,086.01 	Y	Low Risk
43124	Higher Education	Research & Education	0	0	2600	 $ -   	 $ 272,720,298.55 	N	Low Risk
43155	Internet Content & Software	Media & Content	0	0.113636	6	 $ 578,230.07 	 $ 643,938.04 	Y	Low Risk
43158	Cloud Service Provider	Data Center & Cloud Services	0	0.047497	100	 $ 15,375,663.34 	 $ 16,105,957.41 	N	Low Risk
43271	Internet Content & Software	Media & Content	0.09375	0.104856	1920	 $ 646,980,316.09 	 $ 714,819,845.41 	N	Low Risk
43380	Commercial Systems Integrator	Professional Services	0	0	6	 $ 949,851.97 	 $ 949,851.97 	Y	Low Risk
43576	Retail	Other Enterprise	0	2.541328	600	 $ 20,238,052.60 	 $ 71,669,582.09 	N	Low Risk
43626	Consulting / Other Professional Services	Professional Services	0	0.880537	40	 $ 7,359,291.86 	 $ 13,839,417.74 	Y	Low Risk
43888	Consulting / Other Professional Services	Professional Services	0	1.917005	200	 $ 32,065,485.94 	 $ 93,535,182.83 	Y	Low Risk
44017	Higher Education	Research & Education	0	0	2500	 $ -   	 $ 449,281,365.45 	N	Low Risk
44097	Telecommunications Equipment Provider	Other Enterprise	-0.162455	-0.175815	277	 $ 134,140,178.15 	 $ 110,556,276.07 	Y	Low Risk
44344	Regional Carrier/ISP	Telecommunications	0	0.011364	12	 $ 1,156,460.15 	 $ 1,169,601.74 	Y	High Risk
44952	Higher Education	Research & Education	0	1.307087	100	 $ 16,821,238.53 	 $ 38,808,053.37 	Y	Low Risk
45199	Regional Carrier/ISP	Telecommunications	0	1.286207	20	 $ 3,416,814.08 	 $ 7,811,542.68 	Y	Low Risk
45246	Reseller	Telecommunications	0	0	28	 $ 6,570,796.30 	 $ 6,570,796.30 	N	High Risk
45308	Higher Education	Research & Education	0	0	0	 $ -   	 $ -   	N	Low Risk
45346	Commercial Systems Integrator	Professional Services	0	0.021277	4	 $ 617,654.85 	 $ 630,796.44 	Y	High Risk
45348	Wireless	Telecommunications	0	1.330404	10	 $ 1,248,451.30 	 $ 2,909,396.16 	N	Low Risk
45474	Regional Carrier/ISP	Telecommunications	0	0.999391	18	 $ 2,365,486.67 	 $ 4,729,531.70 	Y	Low Risk
45485	Internet Content & Software	Media & Content	0	0.303571	6	 $ 735,929.19 	 $ 959,336.26 	Y	High Risk
45642	Non-Healthcare Insurance	Other Enterprise	0	0.025	5	 $ 525,663.70 	 $ 538,805.30 	Y	Low Risk
45648	State/Local Government	Government	0	0	75	 $ -   	 $ -   	N	0
45977	Internet Content & Software	Media & Content	0	0	2	 $ 170,840.70 	 $ 170,840.70 	Y	Low Risk
46052	Colo/Hosting	Data Center & Cloud Services	0	0.1	2	 $ 131,415.93 	 $ 144,557.52 	Y	Low Risk
46348	RLEC	Telecommunications	0	2.436127	53	 $ 8,673,451.12 	 $ 29,803,076.67 	Y	Low Risk
46421	Regional Carrier/ISP	Telecommunications	0	0	3	 $ 315,398.22 	 $ 315,398.22 	Y	Low Risk
46530	Healthcare	Healthcare	0	-0.708929	1700	 $ 148,368,580.45 	 $ 43,185,746.53 	N	High Risk
46652	Internet Content & Software	Media & Content	0	0.943692	4	 $ 486,238.93 	 $ 945,098.66 	Y	Low Risk
46884	Legal	Professional Services	0	0.315939	41	 $ 5,782,300.74 	 $ 7,609,155.58 	Y	Low Risk
47118	Consulting / Other Professional Services	Professional Services	0	0	0	 $ -   	 $ -   	0	Low Risk
47153	Consulting / Other Professional Services	Professional Services	0	0.567091	200	 $ 29,174,335.57 	 $ 45,718,838.44 	Y	Low Risk
47192	Non-Healthcare Insurance	Other Enterprise	0	0.924582	42	 $ 6,045,132.60 	 $ 11,634,354.43 	Y	Low Risk
47246	Consulting / Other Professional Services	Professional Services	0	0	32	 $ -   	 $ 1,549,137.51 	N	0
47277	Regional Carrier/ISP	Telecommunications	0	-0.058824	3	 $ 223,407.07 	 $ 210,265.48 	Y	Low Risk
47299	Internet Content & Software	Media & Content	0	0	130	 $ -   	 $ -   	0	0
47476	Consulting / Other Professional Services	Professional Services	0	0	3	 $ 262,831.85 	 $ 262,831.85 	Y	M
47571	Cloud Service Provider	Data Center & Cloud Services	0	0	0	 $ -   	 $ -   	N	0
47768	Regional Carrier/ISP	Telecommunications	0	0	20	 $ 3,153,982.22 	 $ 3,153,982.22 	Y	High Risk
47824	Finance	Finance	0	0.652381	44	 $ 9,199,114.82 	 $ 15,200,441.23 	Y	Low Risk
47956	Retail	Other Enterprise	0	0.526701	40	 $ 6,702,212.23 	 $ 10,232,276.60 	Y	High Risk
48041	Colo/Hosting	Data Center & Cloud Services	0	1.728324	67	 $ 12,090,265.19 	 $ 32,986,158.32 	Y	Low Risk
48127	Regional Carrier/ISP	Telecommunications	0	0	2	 $ 170,840.70 	 $ 170,840.70 	Y	0
48130	Colo/Hosting	Data Center & Cloud Services	-0.153846	-0.123624	13	 $ 2,079,546.64 	 $ 1,327,300.85 	0	0
48158	Reseller	Telecommunications	0	0	5	 $ 420,530.96 	 $ 420,530.96 	Y	0
48253	Colo/Hosting	Data Center & Cloud Services	0	0.791126	15	 $ 2,365,486.67 	 $ 4,236,883.62 	Y	Low Risk
48593	Internet Content & Software	Media & Content	0	0	26	 $ 454,927.77 	 $ 18,270,208.19 	0	0
48603	Healthcare	Healthcare	0	0.346147	30	 $ 5,256,637.04 	 $ 7,076,206.18 	Y	High Risk
49227	Internet Content & Software	Media & Content	0	0	0	 $ -   	 $ -   	N	0
49415	Real Estate / Construction	Other Enterprise	0	0.044444	1	 $ 118,274.33 	 $ 123,530.97 	Y	M
49418	Regional Carrier/ISP	Telecommunications	0	0.0125	8	 $ 1,051,327.41 	 $ 1,064,469.00 	Y	M
49461	Manufacturing	Energy & Manufacturing	0	0.746561	26	 $ 3,057,411.23 	 $ 5,339,956.05 	N	Low Risk
49529	Media	Media & Content	0	0.780208	33	 $ 3,942,477.78 	 $ 7,018,429.17 	Y	High Risk
49612	Utilities	Energy & Manufacturing	0	0	1	 $ 57,823.01 	 $ 57,823.01 	Y	0
49789	Finance	Finance	0	0.860111	50	 $ 7,096,460.00 	 $ 13,200,201.47 	N	Low Risk
49893	Internet Content & Software	Media & Content	0	0	2	 $ 164,269.91 	 $ 164,269.91 	Y	Low Risk
50558	Colo/Hosting	Data Center & Cloud Services	0.166667	0	6	 $ -   	 $ -   	0	0
50714	Manufacturing	Energy & Manufacturing	0	0.674219	416	 $ 44,155,751.14 	 $ 73,926,402.24 	N	Low Risk
50883	Manufacturing	Energy & Manufacturing	0	0	11	 $ 2,365,486.67 	 $ 2,365,486.67 	Y	Low Risk
50887	Internet Content & Software	Media & Content	0.307692	0.022537	1300	 $ 317,504,819.69 	 $ 324,660,416.86 	N	Low Risk
51030	Engineering	Professional Services	0	0	21	 $ 11,065,528.48 	 $ 11,065,528.48 	N	Low Risk
51104	Commercial Systems Integrator	Professional Services	0	0	0	 $ -   	 $ 106,324.68 	N	High Risk
51325	State/Local Government	Government	0	0	35	 $ 5,048,829.04 	 $ 5,048,829.04 	Y	Low Risk
51386	Consulting / Other Professional Services	Professional Services	0	-0.04	4	 $ 328,539.82 	 $ 315,398.22 	Y	M
51451	Regional Carrier/ISP	Telecommunications	#N/A	#N/A	#N/A	 #N/A 	 #N/A 	#N/A	#N/A
51654	Media	Media & Content	0	0.196329	55	 $ 9,987,610.38 	 $ 11,948,464.78 	Y	Low Risk
51721	Internet Content & Software	Media & Content	0	0.256709	230	 $ 30,225,662.98 	 $ 37,984,869.27 	N	Low Risk
51810	Real Estate / Construction	Other Enterprise	0	0	0	 $ -   	 $ 1,832,288.89 	Y	High Risk
51851	Healthcare	Healthcare	25.333333	0	3	 $ 115,677,206.45 	 $ 115,677,206.45 	N	Low Risk
51987	Higher Education	Research & Education	0	0	3000	 $ -   	 $ 123,255,015.39 	N	Low Risk
52017	Regional Carrier/ISP	Telecommunications	0	1.686531	30	 $ 4,993,805.19 	 $ 13,416,010.08 	Y	High Risk
52082	Internet Content & Software	Media & Content	0	0.071429	3	 $ 183,982.30 	 $ 197,123.89 	Y	Low Risk
52122	Internet Content & Software	Media & Content	0	0	2	 $ 144,557.52 	 $ 144,557.52 	Y	0
52454	Finance	Finance	0	0	2	 $ 144,557.52 	 $ 144,557.52 	Y	0
52657	Consulting / Other Professional Services	Professional Services	0	0.015873	1	 $ 82,792.03 	 $ 84,106.19 	Y	Low Risk
53104	Colo/Hosting	Data Center & Cloud Services	0	0.125	3	 $ 210,265.48 	 $ 236,548.67 	Y	Low Risk
53152	Media	Media & Content	0	-0.609094	100	 $ 17,478,318.16 	 $ 6,832,383.64 	N	High Risk
53231	Media	Media & Content	0	0	0	 $ -   	 $ 134,580.42 	N	High Risk
53372	Consulting / Other Professional Services	Professional Services	0	0.723747	40	 $ 5,913,716.67 	 $ 10,193,753.34 	Y	Low Risk
53524	Manufacturing	Energy & Manufacturing	0.003774	0.019043	53000	 $ 75,012,210,560.80 	 $ 76,440,701,676.42 	N	Low Risk
53638	Consulting / Other Professional Services	Professional Services	0	0.05	3	 $ 262,831.85 	 $ 275,973.44 	Y	Low Risk
53652	Media	Media & Content	0	0	2	 $ 131,415.93 	 $ 131,415.93 	Y	Low Risk
53879	Colo/Hosting	Data Center & Cloud Services	0	0	3	 $ 157,699.11 	 $ 157,699.11 	Y	M
53881	Finance	Finance	2.75	7.964042	4	 $ 525,663.70 	 $ 4,712,071.78 	Y	Low Risk
54292	Regional Carrier/ISP	Telecommunications	0	0.737861	22	 $ 2,496,902.59 	 $ 4,339,268.46 	Y	Low Risk
54306	Regional Carrier/ISP	Telecommunications	0	0	13	 $ 919,911.48 	 $ 919,911.48 	Y	High Risk
54409	Internet Content & Software	Media & Content	0	0	1	 $ 77,535.40 	 $ 77,535.40 	Y	0
54456	Regional Carrier/ISP	Telecommunications	0	0	1	 $ 236,548.67 	 $ 236,548.67 	N	Low Risk
54795	Consulting / Other Professional Services	Professional Services	0	0	0	 $ -   	 $ 959,760.73 	N	Low Risk
54814	Consulting / Other Professional Services	Professional Services	0.045455	-0.067055	220	 $ 49,675,220.03 	 $ 46,344,232.38 	N	Low Risk
54979	Finance	Finance	0	0.121128	1460	 $ 157,961,943.05 	 $ 177,095,551.24 	N	Low Risk
54995	Engineering	Professional Services	0	0.435553	25	 $ 2,891,150.37 	 $ 4,150,398.80 	N	High Risk
54996	Legal	Professional Services	0	0.4883	100	 $ 15,638,495.19 	 $ 23,274,769.77 	N	Low Risk
55135	Retail	Other Enterprise	0	0.133333	2	 $ 197,123.89 	 $ 223,407.07 	Y	Low Risk
55221	Internet Content & Software	Media & Content	0	0	4	 $ 341,681.41 	 $ 341,681.41 	Y	Low Risk
55287	Cable & Satellite	CATV/Satellite	0	1.180365	700	 $ 59,005,750.77 	 $ 128,654,048.16 	Y	High Risk
55355	Internet Content & Software	Media & Content	0	0.284062	29	 $ 4,205,309.63 	 $ 5,399,877.77 	Y	Low Risk
55448	Healthcare	Healthcare	-0.25	0	52	 $ 8,909,999.78 	 $ 8,909,999.78 	Y	Low Risk
55492	Finance	Finance	0	0	0	 $ -   	 $ 2,007,730.46 	N	Low Risk
55647	Media	Media & Content	0	0	1	 $ 76,221.24 	 $ 76,221.24 	Y	0
55732	Consulting / Other Professional Services	Professional Services	0	0.038462	6	 $ 341,681.41 	 $ 354,823.00 	Y	Low Risk
55784	Higher Education	Research & Education	0	0	7000	 $ -   	 $ 283,772,249.14 	N	Low Risk
55794	Internet Content & Software	Media & Content	0	1.494938	100	 $ 11,696,017.41 	 $ 29,180,843.29 	Y	High Risk
55853	K-12 Education	Research & Education	0	0	289	 $ 32,955,333.40 	 $ 32,955,333.40 	N	Low Risk
55873	Reseller	Telecommunications	#N/A	#N/A	#N/A	 #N/A 	 #N/A 	#N/A	#N/A
56160	Manufacturing	Energy & Manufacturing	0	0.631083	70	 $ 20,500,884.46 	 $ 33,438,635.18 	N	Low Risk
56447	Consulting / Other Professional Services	Professional Services	0.675026	0.25202	1954	 $ 808,598,250.20 	 $ 1,012,380,984.17 	N	Low Risk
56449	Cloud Service Provider	Data Center & Cloud Services	0	0	0	 $ -   	 $ 110,643.01 	N	M
56554	Finance	Finance	0	0	0	 $ -   	 $ -   	N	Low Risk
56565	Pharmaceuticals	Healthcare	0	0.409473	20	 $ 2,891,150.37 	 $ 4,074,998.91 	N	High Risk
56962	Media	Media & Content	0	0.025	25	 $ 5,256,637.04 	 $ 5,388,052.97 	Y	Low Risk
57240	Media	Media & Content	0	-0.337129	118	 $ 16,164,158.90 	 $ 10,714,755.72 	N	High Risk
57357	Engineering	Professional Services	0	0.934222	42	 $ 15,112,831.49 	 $ 29,231,572.46 	Y	Low Risk
57387	Colo/Hosting	Data Center & Cloud Services	0	0	2	 $ 131,415.93 	 $ 131,415.93 	Y	0
57578	State/Local Government	Government	0	0	0	 $ -   	 $ -   	N	Low Risk
57779	Internet Content & Software	Media & Content	0	0.041096	1	 $ 95,933.63 	 $ 99,876.10 	Y	Low Risk
58037	Internet Content & Software	Media & Content	4.142857	7.026171	7	 $ 1,103,893.78 	 $ 8,860,040.70 	Y	High Risk
58220	Healthcare	Healthcare	0	0.023412	127724	 $ 76,116,104,339.20 	 $ 77,898,104,295.76 	0	0
58295	Healthcare	Healthcare	0	0	0	 $ -   	 $ 6,805,829.74 	N	Low Risk
58472	Regional Carrier/ISP	Telecommunications	0	0	0	 $ -   	 $ 302,256.63 	Y	High Risk
58489	Regional Carrier/ISP	Telecommunications	0	0.013514	10	 $ 972,477.85 	 $ 985,619.45 	Y	Low Risk
58601	Regional Carrier/ISP	Telecommunications	0	1.822334	9	 $ 814,778.74 	 $ 2,299,577.64 	Y	M
58928	Consulting / Other Professional Services	Professional Services	0	0.075269	15	 $ 1,222,168.11 	 $ 1,314,159.26 	Y	High Risk
59153	Consulting / Other Professional Services	Professional Services	0	0.374311	32	 $ 4,468,141.48 	 $ 6,140,618.09 	Y	High Risk
59286	Non-Healthcare Insurance	Other Enterprise	0	0.050323	3400	 $ 3,012,027,110.01 	 $ 3,163,600,232.34 	N	Low Risk
59289	Consulting / Other Professional Services	Professional Services	0	0.03125	4	 $ 420,530.96 	 $ 433,672.56 	Y	Low Risk
59421	Engineering	Professional Services	0	0	0	 $ -   	 $ -   	N	0
59478	Regional Carrier/ISP	Telecommunications	0	1.531216	300	 $ 30,488,494.83 	 $ 77,172,973.56 	Y	Low Risk
59685	Media	Media & Content	0	0	2	 $ 157,699.11 	 $ 157,699.11 	Y	0
59871	Real Estate / Construction	Other Enterprise	0	0	1	 $ 69,650.44 	 $ 69,650.44 	Y	0
59909	Internet Content & Software	Media & Content	0	0	0	 $ -   	 $ -   	N	0
60029	Regional Carrier/ISP	Telecommunications	0	0	3	 $ 275,973.44 	 $ 275,973.44 	Y	0
60165	Reseller	Telecommunications	0	-0.011628	7	 $ 1,130,176.96 	 $ 1,117,035.37 	Y	Low Risk
60224	Finance	Finance	0	0.349852	130	 $ 29,305,751.50 	 $ 39,558,414.66 	N	Low Risk
60414	Retail	Other Enterprise	3	4.048571	3	 $ 183,982.30 	 $ 928,847.76 	Y	M
60436	Internet Content & Software	Media & Content	0	0.015625	10	 $ 841,061.93 	 $ 854,203.52 	Y	Low Risk
60437	Internet Content & Software	Media & Content	0	0	3	 $ 183,982.30 	 $ 183,982.30 	N	0
60443	Retail	Other Enterprise	0	0	30	 $ 10,963,788.90 	 $ 10,963,788.90 	N	Low Risk
60483	Cloud Service Provider	Data Center & Cloud Services	0	0	1	 $ 93,305.31 	 $ 93,305.31 	Y	0
60843	Higher Education	Research & Education	0	0	0	 $ -   	 $ 252,792.99 	N	Low Risk
61023	Media	Media & Content	0.021659	0.231241	6002	 $ 1,348,508,754.74 	 $ 1,660,339,034.75 	N	Low Risk
61037	Research	Research & Education	0	0	90	 $ -   	 $ 46,526,850.58 	N	Low Risk
61112	Consulting / Other Professional Services	Professional Services	-0.5	1.702703	40	 $ 4,862,389.26 	 $ 13,141,592.60 	N	0
61129	Internet Content & Software	Media & Content	0	0	5	 $ 407,389.37 	 $ 407,389.37 	Y	Low Risk
61470	Media	Media & Content	0	0	0	 $ -   	 $ -   	0	0
61518	K-12 Education	Research & Education	0.822917	1.620055	96	 $ 10,038,883.61 	 $ 26,302,428.43 	N	Low Risk
61621	Internet Content & Software	Media & Content	0	0.95884	10	 $ 1,314,159.26 	 $ 2,574,227.72 	Y	0
61781	Healthcare	Healthcare	0	0.009066	150	 $ 15,769,911.12 	 $ 15,912,887.71 	N	M
61847	Utilities	Energy & Manufacturing	0	1.992813	8300	 $ 1,279,334,039.61 	 $ 3,828,807,817.78 	N	Low Risk
61928	Health Insurance	Healthcare	0.046351	0.267316	7659	 $ 14,526,378,721.11 	 $ 18,409,513,011.41 	N	Low Risk
61973	Consulting / Other Professional Services	Professional Services	0	1.917286	42	 $ 7,096,460.00 	 $ 20,702,404.21 	Y	Low Risk
62577	Federal Government	Government	0	-0.018687	1400	 $ 166,372,562.32 	 $ 163,263,516.45 	N	Low Risk
62722	Finance	Finance	0	0	2	 $ 131,415.93 	 $ 131,415.93 	Y	0
62833	Finance	Finance	0	0.983618	4	 $ 446,814.15 	 $ 886,308.43 	N	Low Risk
63011	Consulting / Other Professional Services	Professional Services	0	0	2	 $ 144,557.52 	 $ 144,557.52 	Y	0
63093	Retail	Other Enterprise	0	0	1	 $ 74,907.08 	 $ 74,907.08 	Y	0
63162	Colo/Hosting	Data Center & Cloud Services	0	0.090909	1	 $ 144,557.52 	 $ 157,699.11 	Y	High Risk
63250	Healthcare	Healthcare	0	-0.132791	1329	 $ 91,859,732.27 	 $ 79,661,629.80 	N	Low Risk
63268	Colo/Hosting	Data Center & Cloud Services	0	-0.071143	1	 $ 159,985.75 	 $ 157,699.11 	0	Low Risk
63366	Consulting / Other Professional Services	Professional Services	0	0	3	 $ 302,256.63 	 $ 302,256.63 	Y	Low Risk
63436	Internet Content & Software	Media & Content	0	1.134787	11	 $ 933,053.07 	 $ 1,991,869.88 	Y	Low Risk
63475	Regional Carrier/ISP	Telecommunications	0	0.028571	10	 $ 919,911.48 	 $ 946,194.67 	Y	Low Risk
63503	Consulting / Other Professional Services	Professional Services	0	0	2	 $ 183,982.30 	 $ 183,982.30 	Y	Low Risk
63698	Consulting / Other Professional Services	Professional Services	0	0	0	 $ -   	 $ 1,343,734.41 	N	Low Risk
63791	Internet Content & Software	Media & Content	0	0	300	 $ 39,996,437.08 	 $ 39,424,777.80 	0	Low Risk
64115	Consulting / Other Professional Services	Professional Services	0	0	0	 $ -   	 $ -   	N	0
64127	Internet Content & Software	Media & Content	0	0	0	 $ -   	 $ 244,595.26 	N	Low Risk
64135	Engineering	Professional Services	0	0.815765	1310	 $ 166,241,146.39 	 $ 301,854,832.18 	N	Low Risk
64275			0	0	3	 $ 900,199.09 	 $ 900,199.09 	Y	0
64487	Internet Content & Software	Media & Content	0	1.072904	61	 $ 8,410,619.26 	 $ 17,434,408.15 	Y	High Risk
64515	Consulting / Other Professional Services	Professional Services	0	0	5	 $ 512,522.11 	 $ 512,522.11 	Y	High Risk
64620	Regional Carrier/ISP	Telecommunications	0	0.462671	45	 $ 11,433,185.56 	 $ 16,722,985.41 	Y	Low Risk
64882	Regional Carrier/ISP	Telecommunications	0	1.708766	100	 $ 18,529,645.57 	 $ 50,192,478.37 	Y	High Risk
64940	Consulting / Other Professional Services	Professional Services	0	0.649873	30	 $ 4,336,725.56 	 $ 7,155,046.54 	Y	Low Risk
65212	Finance	Finance	0	4.206161	509	 $ 76,352,653.01 	 $ 397,504,200.25 	N	Low Risk
65300	Colo/Hosting	Data Center & Cloud Services	0	0.031915	2	 $ 123,530.97 	 $ 127,473.45 	Y	Low Risk
65332	Finance	Finance	0	0.010753	8	 $ 1,222,168.11 	 $ 1,235,309.70 	Y	Low Risk
65383	Finance	Finance	0	0	30	 $ 5,125,221.11 	 $ 5,125,221.11 	Y	Low Risk
65738	Media	Media & Content	0	0	5	 $ 617,654.85 	 $ 617,654.85 	Y	Low Risk
65817	Internet Content & Software	Media & Content	0	0	0	 $ -   	 $ -   	0	Low Risk
66142	Regional Carrier/ISP	Telecommunications	0	1.7944	41	 $ 5,388,052.97 	 $ 15,056,372.58 	Y	Low Risk
66194	State/Local Government	Government	0	0.245863	90	 $ 17,346,902.23 	 $ 21,611,868.12 	Y	Low Risk
66281	Consulting / Other Professional Services	Professional Services	0	0.090909	10	 $ 1,445,575.19 	 $ 1,576,991.11 	Y	High Risk
66476	Research	Research & Education	-0.105	0.074266	20000	 $ 24,543,238,339.76 	 $ 26,365,977,233.38 	N	Low Risk
66609	Reseller	Telecommunications	0	0.642244	24	 $ 2,759,734.45 	 $ 4,532,158.12 	Y	Low Risk
66825	Healthcare	Healthcare	0	-0.299544	100	 $ 10,513,274.08 	 $ 7,364,081.97 	Y	High Risk
67015	Transportation	Other Enterprise	0	-0.654522	25000	 $ 6,359,085,243.21 	 $ 2,196,925,386.58 	N	Low Risk
67036	Retail	Other Enterprise	0	1.040694	50	 $ 5,913,716.67 	 $ 12,068,086.13 	Y	Low Risk
67078	Healthcare	Healthcare	0	0	9877	 $ 2,476,434,563.53 	 $ 2,476,434,563.53 	N	Low Risk
67183	Finance	Finance	0	0.630206	2847	 $ 282,018,577.20 	 $ 459,748,352.21 	N	Low Risk
67184	Healthcare	Healthcare	0	0.120554	800	 $ 104,737,369.42 	 $ 117,363,921.98 	N	Low Risk
67207	Regional Carrier/ISP	Telecommunications	0	0.042553	6	 $ 617,654.85 	 $ 643,938.04 	Y	M
67210	Finance	Finance	1	0.85	2	 $ 262,831.85 	 $ 486,238.93 	Y	0
67313	Regional Carrier/ISP	Telecommunications	0	0	1	 $ -   	 $ 54,559.95 	N	Low Risk
67373	Retail	Other Enterprise	0	0	226	 $ 69,650,440.78 	 $ 69,650,440.78 	N	Low Risk
67438	Colo/Hosting	Data Center & Cloud Services	0	-0.021136	42	 $ 6,570,796.30 	 $ 6,431,917.26 	Y	High Risk
67439	Consulting / Other Professional Services	Professional Services	0	1.672307	12	 $ 2,102,654.82 	 $ 5,618,938.92 	Y	Low Risk
67538	Media	Media & Content	0	2.679157	33	 $ 2,628,318.52 	 $ 9,669,996.48 	Y	Low Risk
67669	K-12 Education	Research & Education	0	0.922067	130	 $ 12,878,760.75 	 $ 24,753,838.93 	N	Low Risk
67683	Consulting / Other Professional Services	Professional Services	0	0	290	 $ 52,566,370.40 	 $ 52,566,370.40 	N	Low Risk
67734	Consulting / Other Professional Services	Professional Services	0	0	12	 $ 6,570,796.30 	 $ 6,570,796.30 	Y	Low Risk
67745	Legal	Professional Services	0	0.506729	40	 $ 6,045,132.60 	 $ 9,108,374.75 	Y	Low Risk
67857	Engineering	Professional Services	0	0	2	 $ 328,539.82 	 $ 328,539.82 	Y	Low Risk
68147	Wireless	Telecommunications	0	0	21	 $ 3,416,814.08 	 $ 3,416,814.08 	Y	High Risk
68182	Internet Content & Software	Media & Content	0	0.955755	38	 $ 4,205,309.63 	 $ 8,224,554.03 	Y	Low Risk
68186	Telecommunications Equipment Provider	Other Enterprise	0	0.030303	2	 $ 86,734.51 	 $ 89,362.83 	Y	M
68268	Higher Education	Research & Education	0	0	0	 $ -   	 $ -   	N	Low Risk
68439	Real Estate / Construction	Other Enterprise	0	0	5	 $ 407,389.37 	 $ 407,389.37 	Y	Low Risk
68499	Internet Content & Software	Media & Content	0	-0.037736	8	 $ 696,504.41 	 $ 670,221.22 	Y	Low Risk
68641	Internet Content & Software	Media & Content	0	0	0	 $ -   	 $ 272,554.00 	N	Low Risk
68772	Transportation	Other Enterprise	0	0	0	 $ -   	 $ -   	N	0
69198	Regional Carrier/ISP	Telecommunications	0	0	0	 $ -   	 $ 170,840.70 	Y	High Risk
69317	Higher Education	Research & Education	8	13.983519	2	 $ 210,265.48 	 $ 3,150,516.79 	N	High Risk
69427	Regional Carrier/ISP	Telecommunications	0	0.974849	42	 $ 8,542,035.19 	 $ 16,869,229.00 	Y	Low Risk
69559	Consulting / Other Professional Services	Professional Services	0	0	0	 $ -   	 $ 1,181,257.02 	Y	Low Risk
69592	Internet Content & Software	Media & Content	0	0.677476	3364	 $ 397,007,512.45 	 $ 665,970,749.26 	N	Low Risk
69632	Higher Education	Research & Education	0	0	650	 $ -   	 $ 306,195,820.87 	N	Low Risk
69935	State/Local Government	Government	0	0.333333	2	 $ 197,123.89 	 $ 262,831.85 	Y	High Risk
70105	Healthcare	Healthcare	0	-0.059285	10	 $ 3,789,338.80 	 $ 3,564,687.22 	N	Low Risk
70121	Internet Content & Software	Media & Content	-0.5	-0.462687	2	 $ 88,048.67 	 $ 47,309.73 	Y	Low Risk
70136	Colo/Hosting	Data Center & Cloud Services	0	0	0	 $ -   	 $ -   	N	Low Risk
70258	Colo/Hosting	Data Center & Cloud Services	0	0	2	 $ 102,504.42 	 $ 102,504.42 	Y	0
70287	Telecommunications Equipment Provider	Other Enterprise	0	0	5	 $ 657,079.63 	 $ 657,079.63 	Y	High Risk
70476	Wireless	Telecommunications	0	-0.447117	316	 $ 440,313,002.54 	 $ 243,441,432.12 	Y	Low Risk
70520	VOIP/VSP	Telecommunications	0	0	0	 $ -   	 $ 105,621.61 	N	M
70578	Consulting / Other Professional Services	Professional Services	0	0.66942	33	 $ 5,782,300.74 	 $ 9,653,089.82 	Y	Low Risk
70716	Internet Content & Software	Media & Content	0	-0.222894	25	 $ 2,496,902.59 	 $ 1,940,357.46 	N	High Risk
